   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,
   1.00000,   1.00450,   1.00881,   1.01372,   1.01801,   1.02311,   1.02709,   1.03154,   1.03448,   1.03711,   1.03821,   1.03823,   1.03717,   1.03458,   1.03176,   1.02747,   1.02382,   1.01912,   1.01563,   1.01163,   1.00895,   1.00616,   1.00445,   1.00282,   1.00192,   1.00112,   1.00071,   1.00037,   1.00021,   1.00008,   1.00000,
   1.00000,   1.00881,   1.01825,   1.02695,   1.03713,   1.04565,   1.05549,   1.06272,   1.07010,   1.07435,   1.07712,   1.07715,   1.07445,   1.07033,   1.06314,   1.05631,   1.04699,   1.03953,   1.03060,   1.02425,   1.01739,   1.01296,   1.00858,   1.00600,   1.00366,   1.00240,   1.00134,   1.00081,   1.00040,   1.00018,   1.00000,
   1.00000,   1.01372,   1.02695,   1.04182,   1.05505,   1.07044,   1.08275,   1.09614,   1.10522,   1.11316,   1.11657,   1.11661,   1.11333,   1.10555,   1.09683,   1.08392,   1.07262,   1.05850,   1.04769,   1.03563,   1.02733,   1.01890,   1.01361,   1.00869,   1.00586,   1.00344,   1.00217,   1.00115,   1.00065,   1.00026,   1.00000,
   1.00000,   1.01801,   1.03713,   1.05505,   1.07553,   1.09315,   1.11287,   1.12785,   1.14259,   1.15141,   1.15695,   1.15702,   1.15162,   1.14308,   1.12872,   1.11455,   1.09593,   1.08043,   1.06260,   1.04939,   1.03565,   1.02642,   1.01764,   1.01226,   1.00755,   1.00490,   1.00277,   1.00166,   1.00082,   1.00037,   1.00000,
   1.00000,   1.02311,   1.04565,   1.07044,   1.09315,   1.11864,   1.13984,   1.16193,   1.17759,   1.19067,   1.19654,   1.19661,   1.19096,   1.17816,   1.16310,   1.14186,   1.12233,   1.09906,   1.08037,   1.06049,   1.04610,   1.03218,   1.02300,   1.01485,   1.00993,   1.00591,   1.00368,   1.00199,   1.00110,   1.00044,   1.00000,
   1.00000,   1.02709,   1.05549,   1.08275,   1.11287,   1.13984,   1.16868,   1.19166,   1.21317,   1.22670,   1.23477,   1.23488,   1.22702,   1.21391,   1.19300,   1.17123,   1.14409,   1.12025,   1.09424,   1.07387,   1.05381,   1.03956,   1.02672,   1.01838,   1.01148,   1.00737,   1.00424,   1.00251,   1.00127,   1.00056,   1.00000,
   1.00000,   1.03154,   1.06272,   1.09614,   1.12785,   1.16193,   1.19166,   1.22109,   1.24307,   1.26047,   1.26870,   1.26881,   1.26087,   1.24388,   1.22270,   1.19449,   1.16700,   1.13608,   1.10974,   1.08330,   1.06299,   1.04444,   1.03145,   1.02058,   1.01360,   1.00822,   1.00505,   1.00279,   1.00152,   1.00062,   1.00000,
   1.00000,   1.03448,   1.07010,   1.10522,   1.14259,   1.17759,   1.21317,   1.24307,   1.26954,   1.28715,   1.29708,   1.29721,   1.28757,   1.27048,   1.24480,   1.21640,   1.18307,   1.15194,   1.11997,   1.09336,   1.06867,   1.05001,   1.03420,   1.02326,   1.01475,   1.00934,   1.00546,   1.00318,   1.00164,   1.00071,   1.00000,
   1.00000,   1.03711,   1.07435,   1.11316,   1.15141,   1.19067,   1.22670,   1.26047,   1.28715,   1.30709,   1.31709,   1.31722,   1.30756,   1.28813,   1.26237,   1.23009,   1.19665,   1.16126,   1.12918,   1.09890,   1.07414,   1.05289,   1.03702,   1.02455,   1.01602,   1.00984,   1.00595,   1.00335,   1.00179,   1.00075,   1.00000,
   1.00000,   1.03821,   1.07712,   1.11657,   1.15695,   1.19654,   1.23477,   1.26870,   1.29708,   1.31709,   1.32773,   1.32787,   1.31757,   1.29811,   1.27065,   1.23832,   1.20266,   1.16722,   1.13302,   1.10268,   1.07627,   1.05498,   1.03805,   1.02556,   1.01645,   1.01026,   1.00611,   1.00349,   1.00184,   1.00079,   1.00000,
   1.00000,   1.03823,   1.07715,   1.11661,   1.15702,   1.19661,   1.23488,   1.26881,   1.29721,   1.31722,   1.32787,   1.32801,   1.31770,   1.29824,   1.27076,   1.23842,   1.20274,   1.16729,   1.13306,   1.10273,   1.07629,   1.05501,   1.03806,   1.02557,   1.01645,   1.01027,   1.00611,   1.00350,   1.00184,   1.00079,   1.00000,
   1.00000,   1.03717,   1.07445,   1.11333,   1.15162,   1.19096,   1.22702,   1.26087,   1.28757,   1.30756,   1.31757,   1.31770,   1.30803,   1.28855,   1.26277,   1.23042,   1.19694,   1.16148,   1.12937,   1.09903,   1.07424,   1.05295,   1.03707,   1.02458,   1.01603,   1.00985,   1.00596,   1.00335,   1.00179,   1.00075,   1.00000,
   1.00000,   1.03458,   1.07033,   1.10555,   1.14308,   1.17816,   1.21391,   1.24388,   1.27048,   1.28813,   1.29811,   1.29824,   1.28855,   1.27141,   1.24562,   1.21714,   1.18366,   1.15245,   1.12034,   1.09366,   1.06887,   1.05017,   1.03429,   1.02333,   1.01478,   1.00936,   1.00547,   1.00319,   1.00164,   1.00072,   1.00000,
   1.00000,   1.03176,   1.06314,   1.09683,   1.12872,   1.16310,   1.19300,   1.22270,   1.24480,   1.26237,   1.27065,   1.27076,   1.26277,   1.24562,   1.22432,   1.19584,   1.16820,   1.13700,   1.11051,   1.08383,   1.06342,   1.04471,   1.03165,   1.02069,   1.01368,   1.00826,   1.00508,   1.00280,   1.00153,   1.00063,   1.00000,
   1.00000,   1.02747,   1.05631,   1.08392,   1.11455,   1.14186,   1.17123,   1.19449,   1.21640,   1.23009,   1.23832,   1.23842,   1.23042,   1.21714,   1.19584,   1.17380,   1.14616,   1.12203,   1.09554,   1.07494,   1.05452,   1.04011,   1.02705,   1.01863,   1.01162,   1.00746,   1.00428,   1.00254,   1.00128,   1.00057,   1.00000,
