   0.00000,   0.01252,   0.02502,   0.03747,   0.04982,   0.06206,   0.07413,   0.08601,   0.09766,   0.10901,   0.12003,   0.13065,   0.14081,   0.15043,   0.15942,   0.16771,   0.17517,   0.18168,   0.18711,   0.19128,   0.19401,   0.19508,   0.19420,   0.19105,   0.18521,   0.17612,   0.16305,   0.14489,   0.11989,   0.08492,   0.03333,
   0.00000,   0.01252,   0.02502,   0.03747,   0.04982,   0.06206,   0.07413,   0.08601,   0.09766,   0.10901,   0.12003,   0.13065,   0.14081,   0.15043,   0.15942,   0.16771,   0.17517,   0.18168,   0.18711,   0.19128,   0.19401,   0.19508,   0.19420,   0.19105,   0.18521,   0.17612,   0.16305,   0.14489,   0.11989,   0.08492,   0.03333,
   0.00000,   0.01257,   0.02511,   0.03760,   0.05000,   0.06228,   0.07441,   0.08634,   0.09804,   0.10946,   0.12054,   0.13123,   0.14146,   0.15117,   0.16026,   0.16865,   0.17623,   0.18289,   0.18847,   0.19283,   0.19579,   0.19712,   0.19656,   0.19383,   0.18852,   0.18017,   0.16818,   0.15175,   0.12990,   0.10155,   0.06667,
   0.00000,   0.01265,   0.02527,   0.03784,   0.05033,   0.06270,   0.07493,   0.08696,   0.09877,   0.11030,   0.12151,   0.13234,   0.14273,   0.15260,   0.16189,   0.17049,   0.17831,   0.18524,   0.19114,   0.19587,   0.19925,   0.20109,   0.20117,   0.19921,   0.19491,   0.18790,   0.17777,   0.16406,   0.14640,   0.12472,   0.10000,
   0.00000,   0.01277,   0.02551,   0.03821,   0.05082,   0.06332,   0.07569,   0.08787,   0.09984,   0.11154,   0.12294,   0.13397,   0.14459,   0.15471,   0.16427,   0.17319,   0.18137,   0.18869,   0.19505,   0.20031,   0.20432,   0.20690,   0.20787,   0.20700,   0.20406,   0.19879,   0.19096,   0.18035,   0.16692,   0.15095,   0.13333,
   0.00000,   0.01292,   0.02582,   0.03868,   0.05146,   0.06413,   0.07668,   0.08905,   0.10123,   0.11316,   0.12480,   0.13610,   0.14701,   0.15746,   0.16739,   0.17671,   0.18535,   0.19319,   0.20015,   0.20609,   0.21088,   0.21439,   0.21645,   0.21690,   0.21557,   0.21229,   0.20695,   0.19948,   0.18999,   0.17883,   0.16667,
   0.00000,   0.01311,   0.02620,   0.03925,   0.05223,   0.06512,   0.07789,   0.09050,   0.10293,   0.11513,   0.12707,   0.13870,   0.14997,   0.16082,   0.17119,   0.18101,   0.19019,   0.19866,   0.20633,   0.21308,   0.21880,   0.22339,   0.22671,   0.22864,   0.22907,   0.22790,   0.22509,   0.22066,   0.21476,   0.20770,   0.20000,
   0.00000,   0.01333,   0.02664,   0.03992,   0.05314,   0.06627,   0.07930,   0.09219,   0.10492,   0.11744,   0.12973,   0.14174,   0.15343,   0.16474,   0.17562,   0.18601,   0.19583,   0.20502,   0.21349,   0.22116,   0.22793,   0.23371,   0.23841,   0.24193,   0.24421,   0.24519,   0.24487,   0.24332,   0.24069,   0.23724,   0.23333,
   0.00000,   0.01358,   0.02715,   0.04068,   0.05417,   0.06758,   0.08090,   0.09411,   0.10717,   0.12006,   0.13274,   0.14518,   0.15734,   0.16917,   0.18063,   0.19165,   0.20219,   0.21218,   0.22154,   0.23021,   0.23812,   0.24518,   0.25133,   0.25651,   0.26068,   0.26381,   0.26592,   0.26709,   0.26745,   0.26722,   0.26667,
   0.00000,   0.01386,   0.02770,   0.04152,   0.05530,   0.06903,   0.08267,   0.09622,   0.10965,   0.12294,   0.13606,   0.14897,   0.16165,   0.17406,   0.18614,   0.19787,   0.20918,   0.22003,   0.23035,   0.24010,   0.24921,   0.25762,   0.26529,   0.27217,   0.27823,   0.28348,   0.28794,   0.29169,   0.29483,   0.29753,   0.30000,
